field	entity	script	vanilla_byte	echo_entity	echo_script	echo_byte	opcode	echo_opcode	status	left_anchors	right_anchors	field_name	vanilla_script_sha256	echo_script_sha256	text
136	0	0	50	0	0	50	0x24	0x24	mapped	8	5	md8_4	05160146CF232CD438365D9968E44C343186F1FD9E63047BA1E7DDCC847B2CB0	5379E89F725605074959A206F7235E72994124A1B7D85F321EBEF60315820C96	In a smoke-filled service tunnel, Jessie kneels beside a bomb fixed to the rubble blocking Avalanche's escape.
136	0	0	108	0	0	108	0x24	0x24	mapped	4	8	md8_4	05160146CF232CD438365D9968E44C343186F1FD9E63047BA1E7DDCC847B2CB0	5379E89F725605074959A206F7235E72994124A1B7D85F321EBEF60315820C96	Biggs and Wedge look back toward the ruined reactor. Barret stands apart in grim silence.
136	0	0	161	0	0	161	0x24	0x24	mapped	8	2	md8_4	05160146CF232CD438365D9968E44C343186F1FD9E63047BA1E7DDCC847B2CB0	5379E89F725605074959A206F7235E72994124A1B7D85F321EBEF60315820C96	At Jessie's warning, everyone turns away from the charge and braces for the blast.
133	7	1	3	7	1	3	0xF1	0xF1	mapped	1	4	md8_1	5EEF9AFA4F74878FBE1EBD03F66538445D535CFC797FFC938A1C9675C8E6290F	3F958F1EAFA7F901F4B2A027EDC810A891F23113F00B25ABE92D731EB2AB9575	Jessie's bomb detonates. Fire and smoke punch through the rubble, opening the way outside.
133	0	0	78	0	0	78	0xF9	0xF9	mapped	7	8	md8_1	5EEF9AFA4F74878FBE1EBD03F66538445D535CFC797FFC938A1C9675C8E6290F	3F958F1EAFA7F901F4B2A027EDC810A891F23113F00B25ABE92D731EB2AB9575	The No. 1 Reactor erupts in a towering fireball. Flames surge through the surrounding Sector 8 streets.
133	0	0	86	0	0	86	0x24	0x24	mapped	7	8	md8_1	5EEF9AFA4F74878FBE1EBD03F66538445D535CFC797FFC938A1C9675C8E6290F	3F958F1EAFA7F901F4B2A027EDC810A891F23113F00B25ABE92D731EB2AB9575	Cloud leaps through the breach and lands in the street. Barret, Biggs, and Jessie follow one by one.
133	0	0	110	0	0	113	0x24	0x24	mapped	8	5	md8_1	5EEF9AFA4F74878FBE1EBD03F66538445D535CFC797FFC938A1C9675C8E6290F	3F958F1EAFA7F901F4B2A027EDC810A891F23113F00B25ABE92D731EB2AB9575	Wedge tumbles out last, runs in a panicked circle, and pats at his smoking clothes.
133	0	0	160	0	0	163	0x24	0x24	mapped	6	6	md8_1	5EEF9AFA4F74878FBE1EBD03F66538445D535CFC797FFC938A1C9675C8E6290F	3F958F1EAFA7F901F4B2A027EDC810A891F23113F00B25ABE92D731EB2AB9575	Biggs, Wedge, and Jessie nod to Barret, then split up and run in different directions.
133	0	0	175	0	0	178	0x24	0x24	mapped	8	4	md8_1	5EEF9AFA4F74878FBE1EBD03F66538445D535CFC797FFC938A1C9675C8E6290F	3F958F1EAFA7F901F4B2A027EDC810A891F23113F00B25ABE92D731EB2AB9575	Barret starts after them. Cloud raises a hand and calls him back.
134	0	0	5	0	0	5	0xF2	0xF2	mapped	1	7	md8_2	4257F76CD25E9EDAE05F276681E507A6B7A9BC3121D4D2A106394D6593F04607	06D7721C47BF2C0181AF25B4794A1AFD4B54BF5CAEC9F354F93004F0D41CDFCA	The view sweeps past glowing LOVELESS billboards before settling on a debris-strewn Sector 8 street.
134	0	0	42	0	0	42	0x24	0x24	mapped	7	8	md8_2	4257F76CD25E9EDAE05F276681E507A6B7A9BC3121D4D2A106394D6593F04607	06D7721C47BF2C0181AF25B4794A1AFD4B54BF5CAEC9F354F93004F0D41CDFCA	Panicked pedestrians rush through the square. One knocks the flower girl down; she gets up, dusts herself off, and approaches Cloud.
134	2	5	0	2	5	0	0xF1	0xF1	mapped	0	4	md8_2	4257F76CD25E9EDAE05F276681E507A6B7A9BC3121D4D2A106394D6593F04607	06D7721C47BF2C0181AF25B4794A1AFD4B54BF5CAEC9F354F93004F0D41CDFCA	The flower girl smiles and places a flower in Cloud's hand.
137	1	9	65	1	9	65	0xF1	0xF1	mapped	8	1	md8brdg	A0B8B4CD658587B12AD5FBB48611C535E761D1073AD1E3BC656D8C3108BD58F4	E137D1EB3A73AC1DD4AFC06DB39EC78685F3E8A815595DD8F5405984790DC227	A train whistles below. Soldiers pour in from both sides, closing a ring around Cloud above the tracks.
137	0	3	401	0	3	393	0x24	0x24	mapped	4	8	md8brdg	A0B8B4CD658587B12AD5FBB48611C535E761D1073AD1E3BC656D8C3108BD58F4	E137D1EB3A73AC1DD4AFC06DB39EC78685F3E8A815595DD8F5405984790DC227	The soldiers rush him. Cloud vaults over the railing, drops onto the train roof, and lands in a crouch as it speeds into the tunnel.
138	11	3	153	10	3	153	0x24	0x24	mapped	7	8	cargoin	7B57EFEB2B8B3B5641D5DD3165563AA5D7A4A6312265FAD9884EC2BC6C1DC559	3265FCA655C0FB56ADD0475DEC005093F89302C8C336E147F3FD15044F3A20D4	The freight-car hatch slides open. Cloud drops inside, his face blackened with soot, as the others turn toward him.
138	15	8	84	14	8	84	0x24	0x24	mapped	7	6	cargoin	7B57EFEB2B8B3B5641D5DD3165563AA5D7A4A6312265FAD9884EC2BC6C1DC559	3265FCA655C0FB56ADD0475DEC005093F89302C8C336E147F3FD15044F3A20D4	Jessie shuts the roof hatch, notices the soot on Cloud's face, and steps close to gently wipe it away.
138	15	8	224	14	8	224	0x24	0x24	mapped	7	8	cargoin	7B57EFEB2B8B3B5641D5DD3165563AA5D7A4A6312265FAD9884EC2BC6C1DC559	3265FCA655C0FB56ADD0475DEC005093F89302C8C336E147F3FD15044F3A20D4	Jessie crosses to the floor hatch and drops into the passenger car below. The others follow.
138	11	8	9	10	8	9	0x24	0x24	mapped	3	6	cargoin	7B57EFEB2B8B3B5641D5DD3165563AA5D7A4A6312265FAD9884EC2BC6C1DC559	3265FCA655C0FB56ADD0475DEC005093F89302C8C336E147F3FD15044F3A20D4	Cloud takes one last look around the freight car, then follows them through the hatch.
143	13	6	28	13	6	28	0x24	0x24	mapped	5	5	rootmap	F6985910DC84A28DD52D4E7BB08514FCF86ED9C77E1C2FC76105DAD08965A8F4	EF8AE419AB5C58B5A705D5680EF513289F8E75536AF258AE58123353BF9E6629	Jessie activates the wall monitor. A glowing green model of Midgar forms above it: the upper plate, the slums beneath, and the central support pillar.
143	0	4	4	0	4	4	0x24	0x24	mapped	1	8	rootmap	F6985910DC84A28DD52D4E7BB08514FCF86ED9C77E1C2FC76105DAD08965A8F4	EF8AE419AB5C58B5A705D5680EF513289F8E75536AF258AE58123353BF9E6629	The display changes to the train's spiral route around the pillar, with security checkpoints lighting up along the track.
139	17	1	5	17	1	5	0xF9	0xF9	mapped	2	3	tin_1	7200B72B94E64CC73E8EFBC5BC622451EF49FBCEB09E8FDCE2CC2679028CD5FB	9A235C4EF242E94E64F2EA104E627D28786082E15F372F03F383027E2B47A864	The train races along elevated tracks through Midgar's industrial undercity, spiraling beneath the enormous plate overhead.
139	31	11	60	31	11	60	0x24	0x24	mapped	6	4	tin_1	7200B72B94E64CC73E8EFBC5BC622451EF49FBCEB09E8FDCE2CC2679028CD5FB	9A235C4EF242E94E64F2EA104E627D28786082E15F372F03F383027E2B47A864	Biggs, Wedge, and Jessie hurry into the next car while Barret stalks down the aisle toward a Shinra employee.
139	31	13	21	31	13	21	0xF1	0xF1	mapped	5	6	tin_1	7200B72B94E64CC73E8EFBC5BC622451EF49FBCEB09E8FDCE2CC2679028CD5FB	9A235C4EF242E94E64F2EA104E627D28786082E15F372F03F383027E2B47A864	Barret slams a fist into the wall above the seated Shinra employee, making him jump, then springs back and aims his gun-arm at him.
139	31	17	23	31	17	23	0xF1	0xF1	mapped	6	6	tin_1	7200B72B94E64CC73E8EFBC5BC622451EF49FBCEB09E8FDCE2CC2679028CD5FB	9A235C4EF242E94E64F2EA104E627D28786082E15F372F03F383027E2B47A864	At the blocked end of the train, Barret forces open a side door. The maintenance tunnel races past outside.
139	19	1	0	19	1	0	0x24	0x24	mapped	0	8	tin_1	7200B72B94E64CC73E8EFBC5BC622451EF49FBCEB09E8FDCE2CC2679028CD5FB	9A235C4EF242E94E64F2EA104E627D28786082E15F372F03F383027E2B47A864	The train car's lighting turns red as Shinra's security system begins locking the cars one by one.
146	1	0	51	1	0	51	0xF1	0xF1	mapped	8	7	mds7st3	11718F77474C2240361AD55B923174EE0D56F63750F837E8F5BA746A6FCDBB76	C338F792BF21816525E5D39CFAD1A20111B568CEA07114D05B48DECD55C6C964	The train emerges from the tunnel and brakes beside the Sector 7 platform.
146	12	3	29	12	3	29	0x24	0x24	mapped	6	8	mds7st3	11718F77474C2240361AD55B923174EE0D56F63750F837E8F5BA746A6FCDBB76	C338F792BF21816525E5D39CFAD1A20111B568CEA07114D05B48DECD55C6C964	Barret jumps down from the train. Biggs, Wedge, Jessie, and Cloud follow one by one.
146	12	3	97	12	3	97	0x24	0x24	mapped	8	7	mds7st3	11718F77474C2240361AD55B923174EE0D56F63750F837E8F5BA746A6FCDBB76	C338F792BF21816525E5D39CFAD1A20111B568CEA07114D05B48DECD55C6C964	Avalanche gathers around Barret on the platform while the train waits behind them.
154	25	4	0	13	4	0	0xF2	0xF2	mapped	0	5	mds7pb_1	C5369C5F747D19989BD1F6A600FA9D3741BE25247AC5CB717DB2C8D075C4513F	DAFF353BD4F300D18232BC2865E96BD80DA38C4EE34E490440CC88ABF90703EC	Inside Seventh Heaven, Marlene spots Barret, runs across the bar, and throws her arms around him.
154	19	5	94	8	5	97	0xBA	0xBA	mapped	8	5	mds7pb_1	C5369C5F747D19989BD1F6A600FA9D3741BE25247AC5CB717DB2C8D075C4513F	DAFF353BD4F300D18232BC2865E96BD80DA38C4EE34E490440CC88ABF90703EC	Barret opens the concealed entrance beneath the pinball machine and climbs down into Avalanche's basement hideout.
154	20	15	140	9	15	136	0xAF	0xAF	mapped	2	2	mds7pb_1	C5369C5F747D19989BD1F6A600FA9D3741BE25247AC5CB717DB2C8D075C4513F	DAFF353BD4F300D18232BC2865E96BD80DA38C4EE34E490440CC88ABF90703EC	As Cloud heads for the door, Tifa darts in front of him and blocks his way.
294	0	0	4	0	0	4	0x6B	0x6B	mapped	2	3	nivl_e1	6CCCE864722DC672502BB1B371504E704D17599BE11FE0540C877761BD0F5D31	FA933F4DBD3439D35EB2644BD357765AEF58859BFD771CEFD7EE263CB8FF445E	Seven years earlier, teenage Cloud waits with Tifa on Nibelheim's water tower beneath a sky crowded with stars.
294	6	1	0	6	1	0	0xE0	0xE0	mapped	0	8	nivl_e1	6CCCE864722DC672502BB1B371504E704D17599BE11FE0540C877761BD0F5D31	FA933F4DBD3439D35EB2644BD357765AEF58859BFD771CEFD7EE263CB8FF445E	A bright shooting star streaks across the sky above them.
154	19	7	135	8	7	135	0x24	0x24	mapped	4	6	mds7pb_1	C5369C5F747D19989BD1F6A600FA9D3741BE25247AC5CB717DB2C8D075C4513F	DAFF353BD4F300D18232BC2865E96BD80DA38C4EE34E490440CC88ABF90703EC	Barret grudgingly tosses Cloud his pay.
142	6	0	59	6	0	59	0x24	0x24	mapped	8	6	tin_4	71C4CF715A6BC35F1E0A4A944EC967758BBACE72DFF8C4091DA2785469377C61	E8422CD97E2ED0FEAD83B862002C94875B0BF95093AA91DA82E92D408F80CD08	The train car turns red. Security alarms pulse as Shinra's scanners identify the group's forged passes.
142	22	2	75	22	2	75	0x24	0x24	mapped	8	3	tin_4	71C4CF715A6BC35F1E0A4A944EC967758BBACE72DFF8C4091DA2785469377C61	E8422CD97E2ED0FEAD83B862002C94875B0BF95093AA91DA82E92D408F80CD08	A man shoulders past Cloud and hurries toward the next car.
142	23	2	41	23	2	41	0x24	0x24	mapped	8	8	tin_4	71C4CF715A6BC35F1E0A4A944EC967758BBACE72DFF8C4091DA2785469377C61	E8422CD97E2ED0FEAD83B862002C94875B0BF95093AA91DA82E92D408F80CD08	A woman bumps into Cloud, then bolts toward the next car.
142	18	7	20	18	7	20	0x24	0x24	mapped	5	7	tin_4	71C4CF715A6BC35F1E0A4A944EC967758BBACE72DFF8C4091DA2785469377C61	E8422CD97E2ED0FEAD83B862002C94875B0BF95093AA91DA82E92D408F80CD08	At the blocked end of the train, Barret forces open a side door. The tunnel races past outside.
142	18	7	110	18	7	110	0x24	0x24	mapped	7	6	tin_4	71C4CF715A6BC35F1E0A4A944EC967758BBACE72DFF8C4091DA2785469377C61	E8422CD97E2ED0FEAD83B862002C94875B0BF95093AA91DA82E92D408F80CD08	Barret launches himself from the speeding train and lands in the maintenance tunnel.
142	19	6	53	19	6	53	0x24	0x24	mapped	6	6	tin_4	71C4CF715A6BC35F1E0A4A944EC967758BBACE72DFF8C4091DA2785469377C61	E8422CD97E2ED0FEAD83B862002C94875B0BF95093AA91DA82E92D408F80CD08	Tifa jumps from the train after him.
142	17	10	32	17	10	32	0x24	0x24	mapped	8	8	tin_4	71C4CF715A6BC35F1E0A4A944EC967758BBACE72DFF8C4091DA2785469377C61	E8422CD97E2ED0FEAD83B862002C94875B0BF95093AA91DA82E92D408F80CD08	Cloud sprints to the open door and leaps into the tunnel.
140	21	8	20	21	8	20	0x24	0x24	mapped	5	8	tin_2	00DA6B10CB1650E1D1F224B9EFB2CFF7E72B404214A2F59097213CAB539A5920	80C36FECF87CD927A2A3ACED742B32182D1C865688D58AA093F4198BD6C5974E	At the blocked end of the train, Barret forces open a side door. The tunnel races past outside.
140	21	8	98	21	8	98	0x24	0x24	mapped	6	6	tin_2	00DA6B10CB1650E1D1F224B9EFB2CFF7E72B404214A2F59097213CAB539A5920	80C36FECF87CD927A2A3ACED742B32182D1C865688D58AA093F4198BD6C5974E	Barret launches himself from the speeding train and lands in the maintenance tunnel.
140	22	4	53	22	4	53	0x24	0x24	mapped	6	6	tin_2	00DA6B10CB1650E1D1F224B9EFB2CFF7E72B404214A2F59097213CAB539A5920	80C36FECF87CD927A2A3ACED742B32182D1C865688D58AA093F4198BD6C5974E	Tifa jumps from the train after him.
140	20	7	33	20	7	33	0x24	0x24	mapped	8	8	tin_2	00DA6B10CB1650E1D1F224B9EFB2CFF7E72B404214A2F59097213CAB539A5920	80C36FECF87CD927A2A3ACED742B32182D1C865688D58AA093F4198BD6C5974E	Cloud sprints to the open door and leaps into the tunnel.
141	15	1	45	15	1	45	0x24	0x24	mapped	6	8	tin_3	BECD4202C846767395B3916F9308279F31AE0685A5791AE7234108345BFE810E	BF068BA52F66C35F682A726E0A3BF96A82F971BADCFC19091BA022F48FFBCA78	Tifa takes a breath, then jumps from the speeding train into the tunnel.
141	14	7	97	14	7	97	0x24	0x24	mapped	6	8	tin_3	BECD4202C846767395B3916F9308279F31AE0685A5791AE7234108345BFE810E	BF068BA52F66C35F682A726E0A3BF96A82F971BADCFC19091BA022F48FFBCA78	Barret waits until the others are clear, then makes the final jump.
141	13	6	22	13	6	22	0x24	0x24	mapped	6	7	tin_3	BECD4202C846767395B3916F9308279F31AE0685A5791AE7234108345BFE810E	BF068BA52F66C35F682A726E0A3BF96A82F971BADCFC19091BA022F48FFBCA78	Cloud runs to the open door and dives from the train.
132	2	7	83	1	7	83	0x24	0x24	mapped	8	8	smkin_5	53B7AD4A80C94B468404F60B0122CE730C87C449B53BBFD4C0667FBF7854D68E	4C316717B74DA693D7243C6F4D386771AEC65CA3EB4BDEA384A1EBA105C23FB0	Cloud reaches toward the bomb. A red-white flash freezes him as a memory breaks through.
322	0	0	444				0x24		discarded	0	0	nvmkin1	123382BC42495C861A00FEB03975515A946DDA1C3AB1A6EEA5D913BD8C61785F	FA89F909D9D9D2EAF5E14CC409F4BCBC2C242D9DAC532B053F1F10E6447E5F01	In the memory, Tifa kneels beside her injured father on the floor of the Nibelheim reactor.
322	0	0	446	0	0	456	0x24	0x24	mapped	8	5	nvmkin1	123382BC42495C861A00FEB03975515A946DDA1C3AB1A6EEA5D913BD8C61785F	FA89F909D9D9D2EAF5E14CC409F4BCBC2C242D9DAC532B053F1F10E6447E5F01	In the memory, Tifa kneels beside her injured father on the floor of the Nibelheim reactor.
322	6	3	104	6	3	104	0x24	0x24	mapped	4	8	nvmkin1	123382BC42495C861A00FEB03975515A946DDA1C3AB1A6EEA5D913BD8C61785F	FA89F909D9D9D2EAF5E14CC409F4BCBC2C242D9DAC532B053F1F10E6447E5F01	Tifa rises, seizes Sephiroth's sword, and runs deeper into the reactor.
132	2	8	5	1	8	5	0xBC	0xBC	mapped	1	1	smkin_5	53B7AD4A80C94B468404F60B0122CE730C87C449B53BBFD4C0667FBF7854D68E	4C316717B74DA693D7243C6F4D386771AEC65CA3EB4BDEA384A1EBA105C23FB0	The memory vanishes. Cloud clutches his head, then steadies himself as Tifa watches.
132	2	6	34	1	10	16	0x24	0x24	mapped	4	5	smkin_5	53B7AD4A80C94B468404F60B0122CE730C87C449B53BBFD4C0667FBF7854D68E	4C316717B74DA693D7243C6F4D386771AEC65CA3EB4BDEA384A1EBA105C23FB0	Cloud kneels at the machinery and begins arming the second reactor bomb.
127	3	3	35	3	3	35	0x24	0x24	mapped	6	8	southmk2	4ACE900425CBE2D4318A0CCC357BEA776963E16B74E60D607288F25E1F495853	147C892DF69396659117962D4F9835EDCF95EB82C4D83B06DB70837BB692176C	The walkway doors seal behind the party. President Shinra appears on an upper platform high above them.
127	4	8	44	4	8	44	0x24	0x24	mapped	6	6	southmk2	4ACE900425CBE2D4318A0CCC357BEA776963E16B74E60D607288F25E1F495853	147C892DF69396659117962D4F9835EDCF95EB82C4D83B06DB70837BB692176C	A red armored Air Buster stomps onto the bridge behind them, cutting off their escape.
127	8	3	0	8	3	0	0xF2	0xF2	mapped	0	8	southmk2	4ACE900425CBE2D4318A0CCC357BEA776963E16B74E60D607288F25E1F495853	147C892DF69396659117962D4F9835EDCF95EB82C4D83B06DB70837BB692176C	A Shinra helicopter descends beside the bridge and hovers behind President Shinra.
127	8	5	12	8	5	12	0xF2	0xF2	mapped	1	5	southmk2	4ACE900425CBE2D4318A0CCC357BEA776963E16B74E60D607288F25E1F495853	147C892DF69396659117962D4F9835EDCF95EB82C4D83B06DB70837BB692176C	President Shinra's helicopter rises from the bridge and carries him away.
127	4	12	19	4	12	19	0x24	0x24	mapped	5	6	southmk2	4ACE900425CBE2D4318A0CCC357BEA776963E16B74E60D607288F25E1F495853	147C892DF69396659117962D4F9835EDCF95EB82C4D83B06DB70837BB692176C	Air Buster breaks apart in a chain of explosions. The blast tears through the bridge, leaving Cloud hanging from the broken edge.
127	2	7	68	2	7	68	0x24	0x24	mapped	8	8	southmk2	4ACE900425CBE2D4318A0CCC357BEA776963E16B74E60D607288F25E1F495853	147C892DF69396659117962D4F9835EDCF95EB82C4D83B06DB70837BB692176C	Cloud's grip slips. He falls into the darkness below.
183	6	7	39	6	7	39	0x6B	0x6B	mapped	7	3	chrin_1b	F1175D2143470B19C973BFC3418ACA5B031894EBD336347C51EB5FB48862D1E0	43873E5E22251A354345BEECDF1D6190B81FC00D368004B54AA200A73AE5CBE8	Light reveals a ruined church. Cloud wakes in a bed of yellow flowers, with Aeris beside him.
182	1	1	20	1	1	20	0x01	0x02	reviewed	8	8	chrin_1a	0D79BB84F4E3F67C83DBC678F90F43106CEF3DF88CDB220CEAF150375AD34612	7C0D00E337A925BDE2BBAB9D59B83E9DDB0AD252B75F6BF8ABEC9FA8361574D4	The church doors open. Reno, a red-haired Turk in a blue suit, enters with Shinra soldiers.
184	2	6	31	2	6	31	0x24	0x24	mapped	6	8	chrin_2	B0024FAAC1CA28659CABC11D6E40A61328D3EE1147EB2CFBEF70E91E78EE5856	83D764E9F6B4422B136F60F27F3FB3884B197BDA24FB143D38B31B38A2112237	Cloud jumps onto the church's broken rafters and calls for Aeris to follow.
184	8	1	53	8	1	76	0x01	0x01	mapped	7	8	chrin_2	B0024FAAC1CA28659CABC11D6E40A61328D3EE1147EB2CFBEF70E91E78EE5856	83D764E9F6B4422B136F60F27F3FB3884B197BDA24FB143D38B31B38A2112237	The falling barrel strikes the soldier below and knocks him down.
184	9	1	50	9	1	73	0x01	0x01	mapped	6	8	chrin_2	B0024FAAC1CA28659CABC11D6E40A61328D3EE1147EB2CFBEF70E91E78EE5856	83D764E9F6B4422B136F60F27F3FB3884B197BDA24FB143D38B31B38A2112237	The falling barrel strikes the soldier below and knocks him down.
184	10	1	50	10	1	73	0x01	0x01	mapped	6	8	chrin_2	B0024FAAC1CA28659CABC11D6E40A61328D3EE1147EB2CFBEF70E91E78EE5856	83D764E9F6B4422B136F60F27F3FB3884B197BDA24FB143D38B31B38A2112237	The falling barrel strikes the soldier below and knocks him down.
184	8	1	166	8	1	189	0x01	0x01	mapped	8	6	chrin_2	B0024FAAC1CA28659CABC11D6E40A61328D3EE1147EB2CFBEF70E91E78EE5856	83D764E9F6B4422B136F60F27F3FB3884B197BDA24FB143D38B31B38A2112237	The falling barrel misses the soldier and crashes to the floor.
184	9	1	208	9	1	231	0x01	0x01	mapped	8	6	chrin_2	B0024FAAC1CA28659CABC11D6E40A61328D3EE1147EB2CFBEF70E91E78EE5856	83D764E9F6B4422B136F60F27F3FB3884B197BDA24FB143D38B31B38A2112237	The falling barrel misses the soldier and crashes to the floor.
184	10	1	127	10	1	150	0x01	0x01	mapped	8	6	chrin_2	B0024FAAC1CA28659CABC11D6E40A61328D3EE1147EB2CFBEF70E91E78EE5856	83D764E9F6B4422B136F60F27F3FB3884B197BDA24FB143D38B31B38A2112237	The falling barrel misses the soldier and crashes to the floor.
184	11	1	80	11	1	103	0x01	0x01	mapped	8	6	chrin_2	B0024FAAC1CA28659CABC11D6E40A61328D3EE1147EB2CFBEF70E91E78EE5856	83D764E9F6B4422B136F60F27F3FB3884B197BDA24FB143D38B31B38A2112237	The falling barrel misses the soldier and crashes to the floor.
181	7	0	35	7	0	35	0x6B	0x6B	mapped	8	8	church	1D67FD6F8A66BCAEFC6BCA80BF62720E8263C8599B606DF4A6741519EEC5B9E0	DD0CF6B6A3D5A2A5D671C0860D417469FE44F912D2EFA09421D574DD3E7C4BD9	Cloud and Aeris emerge onto the church roof high above the Sector 5 slums.
181	4	5	7	4	5	7	0x24	0x24	mapped	2	8	church	1D67FD6F8A66BCAEFC6BCA80BF62720E8263C8599B606DF4A6741519EEC5B9E0	DD0CF6B6A3D5A2A5D671C0860D417469FE44F912D2EFA09421D574DD3E7C4BD9	Aeris follows Cloud across a broken gap in the roof.
181	3	8	46	3	8	46	0x24	0x24	mapped	8	8	church	1D67FD6F8A66BCAEFC6BCA80BF62720E8263C8599B606DF4A6741519EEC5B9E0	DD0CF6B6A3D5A2A5D671C0860D417469FE44F912D2EFA09421D574DD3E7C4BD9	Together they leap from roof to roof toward the slums.
188	0	0	70	0	0	70	0x09	0x09	mapped	7	7	ealin_1	62426A5FF908423E6A3ED20BD48F33D6EEA650EB5377584398D83EA0C92DACB9	2C3DD4F6874C624432557C3035021B14E3139F345B80537F7F9148E0145D030B	Aeris leads Cloud into her home, where her adoptive mother, Elmyra, comes to greet them.
276	2	1	52	2	1	72	0x03	0x03	mapped	7	8	niv_cl	A3A4DFB09D71ED697DC5088B314EED47A9681B5648A6B03FBDA783100D1E8360	3D15B97045926E2D0D162912C2C78997E8C3F5A94C817DB8CE75BF0D276B1C97	In a memory of Nibelheim, teenage Cloud sits in his childhood bedroom while his mother comes to speak with him.
190	0	0	90	0	0	90	0x03	0x03	mapped	7	5	ealin_2	FCD85E80B96E59B7DFEEE3F55B7B9C3B7595C423EAAA9F0EFA25863EBB92D9EE	A5098834EDADC93B23BE492F2ABEABFFA47EB8A5964BD0D25810FFC8A4CC0052	The memory fades. Cloud wakes alone in Aeris's upstairs bedroom.
192	0	3	282	0	3	282	0x03	0x03	mapped	8	8	mds6_2	B68E2207B4695BEA9172EA4B00846559A0B95F3844319458D58B8A9F3A8C031A	9397A0CE81B2F3D294C4F07B016BE6542E7321543439C8209B6F8899F6704BA5	In a derelict playground, Aeris sits atop the broken slide. Cloud climbs up beside her.
